### based on codes available for free here: http://vag-codes.info/files/options/vag-option-codes.xlsx
### VAG option codes		http://vag-codes.info/
### 14288 option codes with description		
### 297 new codes		
### updated 13.01.2018		
### code	group	description
#38	MOT	4-cyl. turbo dies. eng. 1.6 l/92 kW (4V)TDI common rail ABT power enhancement
#7U	STR	Engine start and remote start feature without keyless locking and starting system
#AT	BRS	
#B1	BRS	ESC special vehicle 1
#B2	BRS	ESC special vehicle 2
#B3	BRS	ESC special vehicle 3
#B4	BRS	ESC special vehicle 4
#B5	BRS	ESC special vehicle 5
#B6	BRS	ESC special vehicle 6
#B7	BRS	ESC special vehicle 7
#B8	BRS	ASR application matched to special-purpose vehicle 1
#B9	BRS	ASR application matched to special-purpose vehicle 2
#BA	BRS	ESC special vehicle 8
#BB	BRS	ESC special vehicle 9
#BC	BRS	ESC special vehicle 10
#BD	BRS	ESC special vehicle 11
#BE	BRS	ESC special vehicle 12
#BF	BRS	ESC special vehicle 13
#BG	BRS	ESC special vehicle 14
#BH	BRS	ESC special vehicle 15
#BJ	BRS	ESC special vehicle 16
#BK	BRS	ESC special vehicle 17
#BL	BRS	ESC special vehicle 18
#BM	BRS	ESC special vehicle 19
#BN	BRS	ESC special vehicle 20
#BP	BRS	ESC special vehicle 21
#D0	AHV	Trailer hitch aftermarket equipment, removable and lockable
#D1	AHV	Trailer hitch aftermarket equipment, mechanically swiveling, manual
#D2	AHV	Trailer hitch aftermarket equipment, power-folding
#D3	AHV	Trailer hitch aftermarket equipment, USA
#D4	AHV	Trailer hitch aftermarket equipment, Australia
#D5	AHV	Trailer hitch aftermarket equipment, mechanically swiveling with reduced towing capacity
#D6	AHV	Trailer hitch aftermarket equipment, removable with reduced ventilation capacity
#D7	AHV	Trailer hitch aftermarket equipment, power-swiveling with reduced ventilationcapacity
#D8	AHV	Trailer hitch aftermarket equipment, rigid
#D9	AHV	Trailer hitch aftermarket equipment, power-swiveling with maneuvering system
#E1	AHV	Trailer hitch aftermarket equipment, electr. swiveling w/ reduced ventilationcapacity and maneuvering system
#E2	AHV	Trailer hitch aftermarket equipment, without trailer control module
#E3	AHV	Retrofitting of trailer hitch, with reduced ventilation capacity for Australia/New Zealand
#H1	REI	New coding of instrument cluster due to changed tires, new 245/75 R16
#H2	REI	New coding of instrument cluster due to changed tires, new 215/85 R16
#H3	REI	New coding of instrument cluster due to changed tires, new 285/75 R16
#I2	TKV	Recoding of 4I2 with activated auto-lock feature
#I3	TKV	Recoding of 4k3 with activated auto-lock feature
#J1	HES	Coding for rear spoiler fixed spoiler
#K1	FLS	Recoding 8K1 deactivation separate daytime running lights
#K3	FLS	Recoding 8K3 deactivation separate daytime running lights
#L1	ONL	Online Connectivity Unit deactivation without head unit coding
#L5	ONL	Online Connectivity Unit deactivation with head unit coding
#M9	ZUH	Retrofitting of fuel-fired parking heater with radio remote control
#N3	SWS	Reactivation of the rain sensor
#SK	SBR	LED tail lamp assembly as aftermarket equipment
#U2	STR	Aftermarket equipment remote start feature recoding of 7U2
#W3	CPD	Recoding of IW3
#X5	ESZ	Recoding GX5, decoding of the warning signal
#XI	ASE	Ext. mirror, auto-dimming, el. folding/ adjust., separately heated, w/ front pass. exterior mirror lowering function
#ZP	BAV	Disk brakes in front 15-inch " PC57-25/14 Jurid 200-FF
U18	RAD	Alloy wheels 6.5J x 16
U19	RAD	Alloy wheels 8.5J x 19 in front, with 11J x 19 in rear
U1A	INS	Instrument cluster with km/h speedometer, clock, tachometer, and trip odometer
U1B	INS	Instrument cluster with mph speedometer, clock, tachometer, and trip odometer
U1C	INS	Instrument cluster w/ km/h speedometer, clock, tachometer, trip odometer, add. instruments (volt., oil temperature)
U1D	INS	Instrument cluster w/ mph speedometer, clock, tachometer, trip odometer, add. instruments (voltage, oil temperature)
U1E	INS	Instrument cluster w/ tachometer, seat belt warning light, clock, and OBD (SI engine only), km/h speedometer
U1F	INS	Instrument cluster w/ tachometer, seat belt warning light, clock, and OBD (SI engine only), mph speedometer
U1G	INS	Instrument cluster with tachometer, trip-odometer, km/h speedometer
U1H	INS	Instrument cluster with km/h speedometer, clock, and tachometer
U1J	INS	Instrument cluster with tachometer, seatbelt warning light and clock km/h speedometer
U1K	INS	Instrument cluster with tachometer, seatbelt and cat warning light, clock km/h speedometer
U1L	INS	Instrument cluster with km/h speedometer, clock, tachometer and special color trim
U1M	INS	Instrument cluster with mph speedometer,clock, tachometer and special color trim
U1N	INS	Instrument cluster with km/h speedometer, clock, tachometer and special color trim
U1P	INS	Instrument cluster with km/h speedometer, clock, tachometer and special color trim
U1Q	INS	Instrument cluster with km/h speedometer, clock, tachometer for special transmission ratio
U1T	INS	Instrument cluster w/ km/h speedometer, clock, tachometer cat warning light and special color trim
U1U	INS	Instrument cluster w/ km/h speedometer, clock, tachometer, trip odometer, addit.instruments with special color trim
U1V	INS	Instrument cluster with tachometer, clock, and km/h speedometer
U1W	INS	Instrument cluster with km/h speedom., radio-contr. clock, tachom., trip odom.,add. instruments with special color trim
U20	RAD	Alloy wheels 8.5J x 19 in front, with 11J x 19 in rear
U21	RAD	Alloy wheels 9J x 20 in front, with 13J x 21 in rear
U22	RAD	Alloy wheels 9J x 20
U23	RAD	Alloy wheels 9J x 20
U24	RAD	Alloy wheels 7J x 18
U25	RAD	Alloy wheels 7J x 19
U26	RAD	Alloy wheels 5.5J x 15
U27	RAD	Alloy wheels 5.5J x 15
U28	RAD	Alloy wheels 6J x 15
U29	RAD	Alloy wheels 6J x 15
U2A	INS	Instrument cluster with k m/h speedometer, radio-controlled clock,tachometer and trip odometer
U2B	INS	Instrument cluster w/ km/h speedometer, radio-controlled clock, tachometer, tripodometer and additional instruments
U2M	INS	Instrument cluster with mph speedometer,clock, tachometer for special transmission ratio
U2N	INS	Instrument cluster with tachometer, seatbelt warning light, clock, km/h speedom.and special color trim
U2P	INS	Instrument cluster w/ mph speedometer, clock, tachometer and special color trim
U2Q	INS	Instrument cluster with tachometer clock and km/h speedometer (AGCC)
U2R	INS	Instrument cluster w/ km/h speedometer, tachometer, trip odometer and seat belt warning light
U2S	INS	Instrument cluster w/ km/h speedometer, clock, tachometer and special color trimfor special transmission ratio
U2T	INS	Instrument cluster w/ mph speedometer, clock, tachometer and special color trimfor special transmission ratio
U2U	INS	Instrument insert with tachometer km/h speedometer and color display
U2V	INS	Instrument insert with tachometer mph speedometer and color display
U2W	INS	Instrument insert with tachometer mph speedometer and color display
U2X	INS	Instrument insert with tachometer km/h speedometer and color display
U2Y	INS	Instrument insert with tachometer km/h speedometer and color display
U2Z	INS	Instrument insert with tachometer km/h speedometer and color display
U30	RAD	Alloy wheels 6.5J x 16
U31	RAD	Alloy wheels 6.5J x 16
U32	RAD	Alloy wheels 8J x 17
U33	RAD	Alloy wheels 8J x 17
U34	RAD	Alloy wheels 8J x 18
U35	RAD	Alloy wheels 8J x 18
U36	RAD	Alloy wheels 8.5J x 20
U37	RAD	Alloy wheels 6J x 16
U38	RAD	Alloy wheels 7J x 17
U39	RAD	Alloy wheels 7J x 17
U3A	INS	Instrument insert with tachometer km/h speedometer and color display
U3K	INS	Instrument cluster with tachometer, trip-odometer, km/h speedometer
U3L	INS	Instrument cluster with tachometer, trip-odometer, km/h speedometer
U3M	INS	Instrument cluster with tachometer, trip-odometer, km/h speedometer
U3N	INS	Instrument cluster with tachometer, mph speedometer, and trip odometer
U3P	INS	Instrument cluster with tachometer, mph speedometer, and trip odometer
U3Q	INS	Instrument cluster with tachometer, mph speedometer, and trip odometer
U3R	INS	Instrument cluster with tachometer trip odometer, radio-controlled clock km/h speedometer
U40	RAD	Alloy wheels 8J x 19
U41	RAD	Alloy wheels 7J x 18
U42	RAD	Alloy wheels 7J x 18
U43	RAD	Alloy wheels 8.5J x 20
U44	RAD	Alloy wheels 7.5J x 17
U45	RAD	Alloy wheels 8J x 17
U46	RAD	Alloy wheels 8J x 18
U47	RAD	Alloy wheels 7J x 17
U48	RAD	Alloy wheels 6.5J x 16
U49	RAD	Alloy wheels 6.5J x 16
U4A	INS	Instrument cluster, km/h speedometer
U4B	INS	Instrument cluster, mph speedometer -Great Britain-
U4C	INS	Instrument cluster, mph speedometer USA
U4E	INS	Instrument cluster, km/h speedometer Japan
U4F	INS	Instrument cluster, km/h speedometer AGCC
U4G	INS	Instrument cluster, km/h speedometer, for Australia
U50	RAD	Alloy wheels 7J x 17
U51	RAD	Alloy wheels 7J x 17
U52	RAD	Alloy wheels 8J x 18
U53	RAD	Alloy wheels 8J x 18
U54	RAD	Alloy wheels 5.5J x 15
U55	RAD	Alloy wheels 5.5J x 15
U56	RAD	Alloy wheels 7J x 17
U57	RAD	Alloy wheels 7J x 17
U58	RAD	Alloy wheels 7J x 17
U59	RAD	Alloy wheels 7J x 17
U5A	INS	Instrument cluster, km/h speedometer
U5B	INS	Instrument cluster, mph speedometer -Great Britain-
U5C	INS	Instrument cluster, mph speedometer USA
U5D	INS	Instrument cluster, km/h speedometer Canada
U5E	INS	Instrument cluster, km/h speedometer Japan
U5F	INS	Instrument cluster, km/h speedometer AGCC
U5G	INS	Instrument cluster, km/h speedometer, for Australia
U5H	INS	Instrument cluster, km/h speedometer -- India --
U5J	INS	Instrument cluster, km/h speedometer -- China --
U5K	INS	Instrument cluster, km/h speedometer -- Russia --
U5L	INS	Instrument cluster, km/h speedometer --Asia --
U60	RAD	Alloy wheels 8J x 19
U61	RAD	Alloy wheels 7J x 17
U62	RAD	Alloy wheels 8.5J x 19
U63	RAD	Alloy wheels 8.5J x 19
U64	RAD	Alloy wheels 9J x 21
U65	RAD	Alloy wheels 8.5J x 19 in front, with 8J x 19 in rear
U66	RAD	Cast alloy wheels 8.5J x 19 in front, with 11J x 19 in rear
U67	RAD	Forged alloy wheels 9J x 20 in front, with 13J x 21 in rear
U68	RAD	Alloy wheels 7.5J x 17
U69	RAD	Alloy wheels 7.5J x 17
U6A	INS	Instrument cluster "Mid-line" with km/h speedometer
U6B	INS	Instrument insert "Mid-line" with mph speedometer Great Britain
U6C	INS	Instrument insert "Mid-line" with mph speedometer USA
U6D	INS	Instrument insert "Mid-line" with km/h speedometer Canada
U6E	INS	Instrument insert "Mid-line" with km/h speedometer Japan
U6F	INS	Instrument cluster "Mid-line" with km/h speedometer AGCC
U6G	INS	Instrument cluster "Mid-line" with km/h speedometer Australia
U70	RAD	Alloy wheels 7.5J x 18
U71	RAD	Alloy wheels 7.5J x 18
U72	RAD	Alloy wheels 8J x 18
U73	RAD	Alloy wheels 8J x 17
U74	RAD	Alloy wheels 8J x 20
U75	RAD	Alloy wheels 6J x 16
U76	RAD	Alloy wheels 6J x 16
U77	RAD	Alloy wheels 9.5J x 21
U78	RAD	Alloy wheels 9.5J x 21
U79	RAD	Alloy wheels 8J x 18
U7A	INS	Instrument cluster "High-line" with km/h speedometer
U7B	INS	Instrument insert "High-line" with mph speedometer Great Britain
U7C	INS	Instrument insert "High-line" with mph speedometer USA Britain
U7D	INS	Instrument insert "High-line" with km/h speedometer Canada
U7E	INS	Instrument insert "High-line" with km/h speedometer Japan
U7F	INS	Instrument cluster "High-line" with km/h speedometer AGCC
U7G	INS	Instrument cluster "High-line" with km/h speedometer Australia
U80	RAD	Alloy wheels 8J x 19
U81	RAD	Alloy wheels 6.5J x 16
U82	RAD	Alloy wheels 5J x 14
U83	RAD	Alloy wheels 7J x 17
U84	RAD	Alloy wheels 6J x 17
U85	RAD	Alloy wheels 6J x 17
U86	RAD	Alloy wheels 7J x 17
U87	RAD	Alloy wheels 6J x 17
U88	RAD	Alloy wheels 6J x 17
U89	RAD	Alloy wheels 7J x 17
U8A	INS	Instrument insert "Premium" with km/h speedometer
U8B	INS	Instrument insert "Premium" with mph speedometer Great Britain
U8C	INS	Instrument insert "Premium" with mph speedometer USA
U8D	INS	Instrument insert "Premium" with km/h speedometer Canada
U8E	INS	Instrument insert "Premium" with km/h speedometer Japan
U8F	INS	Instrument insert "Premium" with km/h speedometer AGCC
U8G	INS	Instrument insert "Premium" with km/h speedometer Australia
U90	RAD	Alloy wheels 7.5J x 18
U91	RAD	Alloy wheels 7.5J x 17
U92	RAD	Alloy wheels 8J x 18
U93	RAD	Alloy wheels 7J x 17
U94	RAD	Alloy wheels 9J x 21
U95	GKV	Suspension range 194
U96	RAD	Alloy wheels 5J x 14
U97	RAD	Alloy wheels 10J x 21
U98	RAD	Alloy wheels 6.5J x 16
U99	GKV	Suspension range 198
U9A	ESS	1 x USB type C
U9B	ESS	1 x USB type C and CD player
U9C	ESS	2 x USB type C
U9D	ESS	3 x USB type C
U9E	ESS	4 x USB type C
UA0	DFH	Rear shock absorption
UA1	DFH	Rear shock absorption
UA2	DFH	Rear shock absorption
UA3	DFH	Rear shock absorption
UA4	DFH	Rear shock absorption, base version
UA5	DFH	Rear shock absorption
UA6	DFH	Rear shock absorption
UA7	DFH	Rear shock absorption
UA8	DFH	Rear shock absorption for rough-road design (Brazil, Argentina)
UA9	DFH	Rear shock absorption, sports version
UB0	DFH	Rear shock absorption, sports version four wheel drive
UB1	DFH	Rear shock absorption for sports version
UB2	DFH	Rear shock absorption for sports version
UB3	DFH	Rear shock absorption
UB4	DFH	Rear shock absorption
UB5	DFH	Rear shock absorption for sports version
UB6	DFH	Rear shock absorption, base version (natural gas)
UB7	DFH	Rear shock absorption for sports version
UB8	DFH	Rear shock absorption
UB9	DFH	Rear shock absorption for sports version
UC0	DFH	Rear shock absorption, base version
UC1	DFH	Rear shock absorption
UC2	DFH	Rear sports shock absorption
UC3	DFH	Rear sports shock absorption
UC4	DFH	Rear sports shock absorption
UC5	DFH	Rear shock absorption
UC6	DFH	Rear sports shock absorption
UC7	DFH	Rear shock absorption, suspension with increased ride height
UC8	DFH	Rear shock absorption
UC9	DFH	Shock absorption in rear, chassis with increased ride height, for adaptive chassis control
UE0	ESS	Electric interface for external use ID3 tagging for HD radio and iphone bracket
UE1	ESS	Electric interface for external use
UE2	ESS	Electric interface for external use, AMI and W-LAN
UE3	ESS	Electric interface for external use, AUX-IN jack
UE4	ESS	Electric interface for external use, AUX-IN and USB jack
UE5	ESS	Electric interface for external use, USB and iPod
UE6	ESS	Electric interface for external use, iPod with video with AMI
UE7	ESS	Electric interface for external use, AUX-IN jack, USB, and iPod
UE8	ESS	3 x USB type A
UE9	ESS	Electric interface for external use, without adapter cable (AMI)
UF0	ESS	Without electric interface
UF1	ESS	Electric interface for external use
UF2	ESS	Electric interface for external use
UF3	ESS	Electric clamping strip
UF4	ESS	Preparation of electric interface for external use
UF5	ESS	Preparation of electric interface for external use
UF6	ESS	Electric interface for external use (MDI)
UF7	ESS	Electric interface for external use
UF8	ESS	Electric interface for external use
UF9	ESS	Electric interface for external use, ID3 tagging for HD radio
UG0	AFH	Without hill start assist/hill descent control/comfort driving assist
UG1	AFH	Hill start assist
UG2	AFH	Hill descent control
UG3	AFH	Comfort driving assist
UG4	AFH	Hill start assist + comfort driving assist
UG5	AFH	Hill start assist/hill descent control
UG6	AFH	Hill start assist
UG7	AFH	Hill start assist/hill descent control
UH0	FSB	Parking brake
UH1	FSB	Parking brake
UH2	FSB	Parking brake
UH3	FSB	Parking brake
UH4	FSB	Parking brake
UI0	ESS	Electric interface for external use, ID3 tagging for HD radio and iphone bracket
UI1	ESS	Electric interface for external use, ID3 tagging for HD radio and iphone bracket preparation
UI2	ESS	Electric interface for external use AUX-IN jack and 2 x USB
UI3	ESS	Electric interface for external use
UI4	ESS	Electric interface for external use, AUX-IN jack, USB (iPod-capable)
UI5	ESS	Electric interface for external use, USB (iPod-capable)
UI6	ESS	Electric interface for external use, AUX-IN jack, USB, and USB loading
UI7	ESS	Electric interface for external use, iPod with AMI, and USB loading
UI8	ESS	Electric interface for external use, USB (not iPod-capable)
UI9	ESS	Without electric interface
UJ0	EMM	Input medium for multimedia
UJ1	EMM	Input medium for multimedia
UK0	VRH	...
UK1	VRH	Standard rear seat release
UK2	VRH	Electric rear seat release
UK3	VRH	Mechanical rear seat release
UK4	VRH	Mechanical rear seat release
UK5	VRH	Mechanical rear seat release
UL0	LNV	Without backrest inclination control
UL1	LNV	With backrest inclination control
UM0	MAW	Without marten repeller
UM1	MAW	With marten repeller
UN0	NET	Without Internet
UN1	NET	Internet
UN2	NET	Internet
UP0	ZUR	Analog clock
UP1	ZUR	Digital clock
UP2	ZUR	Radio-controlled clock
UP3	ZUR	Digital clock
UP4	ZUR	Digital clock
UP5	ZUR	Digital clock
UP6	ZUR	Analog clock
UP7	ZUR	Analog clock
UP9	ZUR	Without clock
UQ0	ESS	Electric interface for external use, AUX-IN jack and USB, MEDIA-IN jack Low Gen2
UQ1	ESS	Electric interface for external use, AUX-IN jack, USB (iPod-capable) MEDIA-IN jack Low Gen2
UQ2	ESS	3 x USB type A and AUX-IN jack
UQ3	ESS	Electric interface for external use, with an iPhone4 adapter cable
UQ4	ESS	Electric interface for external use, AUX-IN jack and 4 x USB
UQ5	ESS	Electric interface for external use, 2 x USB
UQ6	ESS	Electric interface for external use, AUX-IN jack and USB (iPod interface via hub)
UQ7	ESS	Electric interface for external use, 4 x USB
UQ8	ESS	Without electrical interface, but with CD player
UQ9	ESS	Electric interface for external use, USB (iPod-capable) and CD player
UR0	MAT	Without engine power take-off
UR1	MAT	Engine power take-off
UR2	MAT	Engine power take-off
UR3	MAT	Engine power take-off
US0	DKH	Without speed control
US1	DKH	Speed control
US2	DKH	Variable electronic speed governor
US3	DKH	Variable electronic speed governor
UT0	EAU	Single drive axle
UT1	EAU	Double drive axle
UT2	EAU	Double speed axis with electronic control
UU0	MSS	Engine stop by cable
UU1	MSS	Engine stop by solenoid
UU2	MSS	Engine stop, electronic
UV0	SNB	Without self-adjusting brake system
UV1	SNB	Self-adjusting brake system
UW0	ASB	Without outer sun visor for windshield
UW1	ASB	Outer sun visor for windshield
UW2	ASB	Body-colored outer sun visor for windshield
UX0	RBS	Without tire-inflating tube
UX1	RBS	Tire-inflating tube
UX5	RBS	Standard valve (tire inflation)
UX6	RBS	Type-1 valve (tire inflation)
UX7	RBS	Type-2 valve (tire inflation)
UX8	RBS	Type-3 valve (tire inflation)
UY0	HGH	Without hand accelerator
UY1	HGH	Hand accelerator
UZ0	MBR	Without engine brake/retarder braking power
UZ1	MBR	Engine braking
UZ2	MBR	With retarder braking power
UZ3	MBR	With engine brake in turbocharger
UZ4	MBR	With engine brake in turbocharger and cylinder head
UZ5	MBR	With retarder braking power without operating lever
UZ6	MBR	With engine brake in cylinder head
V00	RAD	.
V01	RAD	.
V02	RAD	.
V03	RAD	.
V04	RAD	.
V05	RAD	.
V06	RAD	.
V07	RAD	.
V08	RAD	.
V09	RAD	.
V0A	REL	Tires without specification of tire brand
V0B	REL	SEMPERIT tires
V0C	REL	UNIROYAL tires
V0D	REL	PIRELLI tires
V0E	REL	KLEBER tires
V0F	REL	CONTINENTAL tires
V0G	REL	MICHELIN tires
V0H	REL	DUNLOP tires
V0I	REL	Nokian tires
V0J	REL	MALOYA tires
V0K	REL	FULDA tires
V0L	REL	GOODYEAR tires
V0M	REL	FIRESTONE tires
V0N	REL	VREDESTEIN tires
V0P	REL	GOODRICH tires
V0Q	REL	HANKOOK tires
V0R	REL	BRIDGESTONE tires
V0S	REL	Tire suppliers for India
V0T	REL	Tire suppliers for Thailand
V0U	REL	YOKOHAMA tires
V0V	REL	TOYO tires
V0W	REL	Falken tires
V0X	REL	Fate tires
V0Y	REL	KUMHO tires (Korea)
V0Z	REL	BARUM tires
V10	RAD	Alloy wheels 7J x 17
V11	RAD	Alloy wheels 7J x 17
V12	RAD	Alloy wheels 7J x 17
V13	RAD	Alloy wheels 7J x 17
V14	RAD	Alloy wheels 8J x 18
V15	RAD	Alloy wheels 8.5J x 19 in front, with 11J x 19 in rear
V16	RAD	Alloy wheels 8.5J x 19 in front, with 11J x 19 in rear
V17	RAD	Alloy wheels 7.5J x 17
V18	RAD	Alloy wheels 7.5J x 18
V19	RAD	Alloy wheels 6.5J x 16
V1A	REL	Apollo tires
V1B	REL	Tire supplier for Taiwan
V1C	REL	Tire supplier for Japan, Singapore and South Korea
V1D	REL	Sibur tires
V1E	REL	Kama tires
V1F	REL	Tires supplier for China
V1G	REL	Tire suppliers for USA
V1H	REL	Tire suppliers for heavy-duty countries
V1J	REL	JK tires
V1K	REL	MRF tires
V1L	REL	Tire suppliers for sensitive countries
V1M	REL	Tire suppliers for installation tests
V1N	REL	Tire suppliers for press demonstration/ fair
V1P	REL	Tire suppliers for EU countries
V1Q	REL	Nexen tires
V1R	REL	Tire suppliers for Malaysia
V1W	REL	Tire suppliers for Porsche
V1X	REL	Tire suppliers for Porsche
V1Y	REL	Tire suppliers for Porsche
V1Z	REL	Tire suppliers for Porsche
V20	RAD	Alloy wheels 5J x 14
V21	RAD	Alloy wheels 6.5J x 16
V22	RAD	Alloy wheels 7J x 17
V23	RAD	Alloy wheels 6J x 17
V24	RAD	Alloy wheels 8.5J x 18
V25	RAD	Alloy wheels 7J x 17
V26	RAD	Alloy wheels 7J x 17
V27	RAD	Alloy wheels 7J x 17
V28	RAD	Alloy wheels 7J x 17
V29	RAD	Alloy wheels 8J x 18
V30	RAD	Alloy wheels 8J x 19
V31	RAD	Alloy wheels 9.5J x 21
V32	RAD	Alloy wheels 9.5J x 21
V33	RAD	Alloy wheels 9.5J x 21
V34	RAD	Alloy wheels 9.5J x 21
V35	RAD	Alloy wheels 5J x 14
V36	RAD	Steel wheels 6.5J x 17
V37	RAD	Alloy wheels 6J x 17
V38	RAD	Alloy wheels 6J x 16
V39	RAD	Alloy wheels 9J x 21 in front, with 10J x 21 in rear
V40	GKV	Suspension range 240
V41	RAD	Alloy wheels 6J x 15
V42	RAD	Alloy wheels 6.5J x 16
V43	RAD	Alloy wheels 8J x 17
V44	RAD	Alloy wheels 7J x 17
V45	RAD	Alloy wheels 7J x 17
V46	RAD	Alloy wheels 7J x 17
V47	RAD	Alloy wheels 7J x 17
V48	RAD	Alloy wheels 8.5J x 21
V49	RAD	Alloy wheels 6.5J x 16
V50	RAD	Alloy wheels 6.5J x 16
V51	RAD	Alloy wheels 6.5J x 16
V52	RAD	Alloy wheels 7J x 17
V53	RAD	Alloy wheels 7.5J x 17
V54	RAD	Alloy wheels 7J x 17
V55	RAD	Alloy wheels 9.5J x 21 in front, with 11J x 21 in rear
V56	RAD	Alloy wheels 8.5J x 19
V57	RAD	Alloy wheels 9J x 19 in front, with 10.5J x 19 in rear
V58	RAD	Alloy wheels 9J x 19 in front, with 10.5J x 19 in rear
V59	RAD	Alloy wheels 9.5J x 20 in front, with 11J x 20 in rear
V60	RAD	Alloy wheels 6J x 16
V61	RAD	Alloy wheels 9.5J x 21 in front, with 11J x 21 in rear
V62	RAD	Alloy wheels 9.5J x 21 in front, with 11J x 21 in rear
V63	RAD	Alloy wheels 9J x 21
V64	RAD	Alloy wheels 9J x 21
V65	RAD	Alloy wheels 6J x 16
V66	RAD	Alloy wheels 6J x 17
V67	RAD	Alloy wheels 8J x 18
V68	RAD	Alloy wheels 7J x 18
V69	RAD	Alloy wheels 7J x 18
V70	RAD	Alloy wheels 5J x 15
V71	RAD	Alloy wheels 8J x 20
V72	RAD	Alloy wheels 7J x 19
V73	RAD	Alloy wheels 6.5J x 17
V74	RAD	Alloy wheels 10.5J x 20 in front and 14.5J x 21 in rear
V75	RAD	Alloy wheels 285 x 500A in front and 365 x 540A in rear, PAX system
V76	RAD	Alloy wheels 9J x 20
V77	RAD	Alloy wheels 9J x 20
V78	RAD	Alloy wheels 9J x 20
V79	RAD	Alloy wheels 9J x 20
V80	RAD	Alloy wheels 6.5J x 17 in front, with 8J x 17 in rear
V81	RAD	Alloy wheels 8J x 19 in front, with 9J x 19 in rear
V82	RAD	Alloy wheels 7.5J x 18
V83	RAD	Alloy wheels 8.5J x 18
V84	RAD	Alloy wheels 8.5J x 18
V85	RAD	Alloy wheels 8.5J x 18
V86	RAD	Alloy wheels 8.5J x 18
V87	RAD	Alloy wheels 8.5J x 19
V88	RAD	Alloy wheels 8.5J x 19
V89	RAD	Alloy wheels 8.5J x 19
V90	RAD	Alloy wheels 6J x 16
V91	RAD	Alloy wheels 6J x 16
V92	RAD	Alloy wheels 8J x 17
V93	RAD	Alloy wheels 8J x 18
V94	RAD	Alloy wheels 7J x 17
V95	RAD	Alloy wheels 9J x 21 in front, with 10J x 21 in rear
V96	RAD	Alloy wheels 9J x 21 in front, with 10J x 21 in rear
V97	RAD	Alloy wheels 8.5J x 20
V98	RAD	Alloy wheels 8J x 18
V99	RAD	Alloy wheels 8J x 18
VA0	SLM	Without pillow/cushion
VA1	SLM	With one bolster (side head restraint) for one child seat
VA2	SLM	With two bolsters
VA3	SLM	With three bolsters (side head restraint) for three child seats
VA4	SLM	With four bolsters (side head restraint)for four child seats
VA5	SLM	Cushion
VA6	SLM	Two cushions
VB0	SFS	Reinforced bumpers
VB1	SFS	Reinforced bumpers
VC0	GRT	Without remote-controlled garage door opener
VC1	GRT	Garage door opener
VC2	GRT	Garage door opener
VD0	WAB	Without wind deflector
VD1	WAB	Wind deflector on hood
VD2	WAB	With wind deflector
VE0	MSH	Without vanity mirror in rear
VE1	MSH	Vanity mirror in rear
VE2	MSH	Vanity mirror in rear
VE3	MSH	Vanity mirror in rear
VE4	MSH	Vanity mirror in rear
VE5	MSH	Vanity mirror in rear
VF0	FHW	Standard pedal cluster
VF1	FHW	Pedal cluster
VF2	FHW	Pedal cluster
VF3	FHW	Pedal cluster
VF9	FHW	Lightweight pedal cluster
VG0	RES	Summer tires
VG1	RES	All-season tires
VG2	RES	Snow tires
VG3	RES	Summer tires in front, snow tires in rear
VG4	RES	Summer tires in front, all-season tires in rear
VG5	RES	Snow tires in front, all-season tires inrear
VG6	RES	Type of tire: design 2
VG7	RES	Type of tire: design 3
VG8	RES	Type of tire: design 4
VG9	RES	Type of tire: design 5
VH0	ZTR	Standard electric
VH1	ZTR	Central electric
VH2	ZTR	48-V electric system
VI1	SEA	Service indicator 30 000 km or 1 year ( variable )
VI2	SEA	Service indicator 40 000 km or 1 year ( variable )
VI3	SEA	Service indicator 10 000 km or 6 months ( fixed )
VI4	SEA	Service indicator 50 000 km or 2 years ( variable )
VI9	SEA	Service indicator 30 000 km or 2 years ( fix ) electric vehicle
VJ0	SFS	Standard bumpers
VJ1	SFS	Reinforced bumpers
VJ2	SFS	Reinforced bumpers
VJ3	SFS	Reinforced bumpers
VJ4	SFS	Reinforced bumpers
VJ5	SFS	Reinforced bumpers
VJ6	SFS	Reinforced bumpers
VJ7	SFS	Reinforced bumpers
VJ8	SFS	Standard bumpers
VJ9	SFS	Without bumpers
VK0	LFF	Air duct, standard
VK1	LFF	Air duct, type 1
VK2	LFF	Air duct, type 2
VK3	LFF	Air duct, type 3
VK4	LFF	Air duct, type 4
VK5	LFF	Air duct, type 5
VK6	LFF	Air duct, type 6
VK9	LFF	Without air duct
VL0	FGS	Standard pedestrian protection measures
VL1	FGS	Extended pedestrian protection measures
VL2	FGS	Extended and crash-active pedestrian protection
VL3	FGS	Extended and proactive pedestrian protection
VL4	FGS	Extended and crash-active and proactive pedestrian protection
VM0	REA	Without reanimation device
VM1	REA	Reanimation device
VN0	BEA	Without respiration unit/oxygen therapy
VN1	BEA	Respiration unit (TAKAOKA company)
VN2	BEA	Oxygen therapy
VN3	BEA	Respiration unit/oxygen therapy
VP0	FRT	Rotating beacon/siren combination, red
VP1	FRT	Rotating beacon/siren combination, blue
VP2	FRT	Rotating beacon/siren combination, yellow
VP3	FRT	Rotating beacon/siren combination, red/blue
VP4	FRT	Rotating beacon/siren combination, red/yellow
VP5	FRT	Rotating beacon/siren combination, blue/yellow
VP6	FRT	Rotating beacon/siren combination, blue/crystal
VP7	FRT	Rotating beacon/siren combination, yellow/crystal
